Unnamed: 0,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1,Qval
"(957, 0)",1,7.5,1,3.0,7,4.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(957, 1)",1,7.5,3,3.0,9,4.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(957, 3)",1,10.5,2,3.0,8,4.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(957, 4)",1,10.5,1,3.0,7,4.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(957, 6)",1,10.5,1,3.0,7,4.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(961, 0)",1,50.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(961, 2)",1,50.0,3,5.0,9,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(961, 5)",1,25.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(961, 6)",1,25.0,1,5.0,7,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(962, 0)",1,25.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(962, 1)",1,25.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(962, 4)",1,50.0,1,5.0,7,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(962, 5)",1,50.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(963, 2)",1,50.0,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(963, 3)",1,50.0,2,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(963, 5)",1,25.0,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(963, 6)",1,25.0,1,5.0,6,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(965, 0)",1,20.0,1,4.0,7,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(965, 1)",1,20.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(965, 2)",1,40.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(965, 6)",1,40.0,1,4.0,7,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(966, 0)",1,25.0,1,5.0,10,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(966, 1)",1,25.0,3,5.0,12,5.0,0.670320046036,0.548811636094,0.0,274.40581804700003
"(966, 4)",1,50.0,1,5.0,10,5.0,0.818730753078,0.670320046036,0.0,274.40581804700003
"(970, 0)",1,4.16666666667,1,5.0,3,5.0,0.818730753078,0.818730753078,0.0,409.36537653900001
"(970, 1)",1,4.16666666667,3,5.0,5,5.0,0.818730753078,0.818730753078,0.0,409.36537653900001
"(970, 2)",1,8.33333333333,3,5.0,5,5.0,0.818730753078,0.818730753078,0.0,335.160023018
"(970, 3)",1,8.33333333333,2,5.0,4,5.0,0.818730753078,0.818730753078,0.0,409.36537653900001
"(970, 5)",1,8.33333333333,3,5.0,5,5.0,0.818730753078,0.818730753078,0.0,335.160023018
"(972, 0)",1,2.5,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0,201.09601381099998
"(972, 1)",1,2.5,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(972, 2)",1,5.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(972, 3)",1,5.0,2,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(972, 6)",1,5.0,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0,201.09601381099998
"(976, 0)",1,15.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(976, 1)",1,15.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(976, 2)",1,30.0,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(976, 6)",1,30.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(977, 0)",1,25.0,1,5.0,6,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(977, 1)",1,25.0,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(977, 3)",1,50.0,2,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(977, 5)",1,50.0,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(978, 0)",1,25.0,1,5.0,9,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(978, 1)",1,25.0,3,5.0,11,5.0,0.670320046036,0.548811636094,0.0,274.40581804700003
"(978, 3)",1,50.0,2,5.0,10,5.0,0.670320046036,0.670320046036,0.0,274.40581804700003
"(980, 0)",1,20.0,1,4.0,10,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(980, 1)",1,20.0,3,4.0,12,5.0,0.670320046036,0.548811636094,0.0,219.524654438
"(980, 6)",1,40.0,1,4.0,10,5.0,0.818730753078,0.670320046036,0.0,219.524654438
"(989, 1)",1,40.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(989, 2)",1,40.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(989, 5)",1,20.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(989, 6)",1,20.0,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0,327.492301231
"(993, 0)",1,4.16666666667,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0,335.160023018
"(993, 1)",1,4.16666666667,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(993, 2)",1,8.33333333333,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(993, 3)",1,8.33333333333,2,5.0,6,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(993, 4)",1,8.33333333333,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0,335.160023018
"(994, 1)",1,12.5,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(994, 2)",1,12.5,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(994, 3)",1,12.5,2,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(994, 4)",1,25.0,1,5.0,6,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(997, 0)",1,20.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(997, 1)",1,20.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(997, 2)",1,40.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(997, 4)",1,40.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(998, 0)",1,4.16666666667,1,5.0,6,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(998, 1)",1,4.16666666667,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(998, 2)",1,8.33333333333,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(998, 3)",1,8.33333333333,2,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(999, 0)",1,25.0,1,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(999, 1)",1,25.0,3,5.0,10,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(999, 3)",1,50.0,2,5.0,9,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(999, 4)",1,50.0,1,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1004, 0)",1,25.0,1,5.0,7,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1004, 1)",1,25.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1004, 2)",1,50.0,3,5.0,9,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1004, 4)",1,50.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1005, 0)",1,5.0,1,3.0,4,1.0,0.818730753078,0.818730753078,0.0,244.13511885299999
"(1005, 1)",1,0.0,3,3.0,6,1.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(1005, 2)",1,5.0,3,3.0,6,1.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(1005, 4)",1,12.0,1,3.0,4,1.0,0.818730753078,0.818730753078,3.0,244.13511885299999
"(1005, 6)",1,12.0,1,3.0,4,1.0,0.818730753078,0.818730753078,3.0,244.13511885299999
"(1008, 0)",1,25.0,1,5.0,9,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1008, 1)",1,25.0,3,5.0,11,5.0,0.818730753078,0.548811636094,0.0,274.40581804700003
"(1008, 4)",1,50.0,1,5.0,9,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1008, 6)",1,50.0,1,5.0,9,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1009, 0)",1,7.5,1,3.0,7,1.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(1009, 1)",1,7.5,3,3.0,9,1.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(1009, 3)",1,19.5,2,3.0,8,1.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(1009, 4)",1,19.5,1,3.0,7,1.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(1009, 6)",1,19.5,1,3.0,7,1.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(1011, 1)",1,50.0,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1011, 3)",1,50.0,2,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1011, 5)",1,25.0,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1011, 6)",1,25.0,1,5.0,6,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1014, 1)",1,50.0,3,5.0,10,5.0,0.818730753078,0.670320046036,0.0,274.40581804700003
"(1014, 5)",1,25.0,3,5.0,10,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1014, 6)",1,25.0,1,5.0,8,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1018, 1)",1,50.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1018, 4)",1,50.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1018, 5)",1,25.0,3,5.0,9,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1018, 6)",1,25.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1020, 1)",1,40.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(1020, 3)",1,40.0,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(1020, 5)",1,20.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(1020, 6)",1,20.0,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(1027, 0)",1,20.0,1,4.0,9,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(1027, 1)",1,20.0,3,4.0,11,5.0,0.670320046036,0.548811636094,0.0,219.524654438
"(1027, 4)",1,40.0,1,4.0,9,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(1027, 6)",1,40.0,1,4.0,9,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(1034, 1)",1,7.5,3,3.0,6,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(1034, 2)",1,7.5,3,3.0,6,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(1034, 4)",1,7.5,1,3.0,4,5.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(1034, 5)",1,0.0,3,3.0,6,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(1034, 6)",1,7.5,1,3.0,4,5.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(1037, 1)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(1037, 2)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(1037, 4)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(1037, 5)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(1042, 2)",1,50.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1042, 4)",1,50.0,1,5.0,7,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1042, 5)",1,25.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1042, 6)",1,25.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1043, 2)",1,50.0,3,5.0,10,5.0,0.670320046036,0.670320046036,0.0,274.40581804700003
"(1043, 5)",1,25.0,3,5.0,10,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1043, 6)",1,25.0,1,5.0,8,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1045, 4)",1,50.0,1,5.0,10,5.0,0.818730753078,0.670320046036,0.0,274.40581804700003
"(1045, 5)",1,25.0,3,5.0,12,5.0,0.670320046036,0.548811636094,0.0,274.40581804700003
"(1045, 6)",1,25.0,1,5.0,10,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1046, 5)",1,25.0,3,5.0,13,5.0,0.670320046036,0.548811636094,0.0,274.40581804700003
"(1046, 6)",1,25.0,1,5.0,11,5.0,0.818730753078,0.548811636094,0.0,274.40581804700003
"(1049, 1)",1,50.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1049, 4)",1,50.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1049, 5)",1,25.0,3,5.0,9,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1049, 6)",1,25.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1050, 1)",1,50.0,3,5.0,10,5.0,0.818730753078,0.670320046036,0.0,274.40581804700003
"(1050, 5)",1,25.0,3,5.0,10,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1050, 6)",1,25.0,1,5.0,8,5.0,0.670320046036,0.670320046036,0.0,335.160023018
"(1052, 1)",1,50.0,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1052, 2)",1,50.0,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1052, 5)",1,25.0,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(1052, 6)",1,25.0,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0,409.36537653900001
